Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
2015;0;6.2;0;0;1.5;6.9;5;6.4;0;0;4.9;0;0;2011;12;Saturday;November
3796;0;5.8;0;0;0.9;6.2;4.5;5.4;0;0;4.1;0;0;2011;13;Sunday;November
1232;0;4.4;16;0;-0.4;5.1;2.5;4;0;0;4;0;0;2011;14;Monday;November
1537;0;3.5;0;0;-0.7;4.6;2.6;3.6;0;0;4.4;0;0;2011;15;Tuesday;November
1419;0;3.4;31;0;-1.6;4.7;-0.9;0.4;0;0;4.4;0;0;2011;16;Wednesday;November
1806;0;8.8;100;0;-1;10.1;-2.1;3.9;0;0;2.9;0;0;2011;17;Thursday;November
2438;0;7.4;100;0;-0.9;8.9;-1;2.6;0;0;3.4;0;0;2011;18;Friday;November
2064;0;1.7;68;0;-3.2;3.6;-2;1;0;0;4.6;0;0;2011;19;Saturday;November
2818;0;4.7;22;0;-1;6.4;-0.4;3.3;0;0;2.9;0;0;2011;20;Sunday;November
967;0;4.2;37;0;-0.1;8.1;0.6;3.2;0;0;3.7;0;0;2011;21;Monday;November
1159;0;3.5;0;0;-0.2;5.4;0.3;4.1;0;0;2.6;0;0;2011;22;Tuesday;November
1121;0;2.3;0;0;-0.6;3.2;1.5;2.4;0;0;4.2;0;0;2011;23;Wednesday;November
1358;0;2.3;0;0;-0.6;2.9;1.7;2.3;0;0;5.8;0;0;2011;24;Thursday;November
1387;0;1.8;9;0;-1.3;3.2;-1.1;0.6;0;0;5.4;0;0;2011;25;Friday;November
1433;0;5.9;31;0;-0.4;7;-1.2;2.5;0;0;4.9;0;0;2011;26;Saturday;November
2486;0;7.3;99;0;-0.2;8.7;-2.1;1.9;0;0;4.3;0;0;2011;27;Sunday;November
1040;0;6.9;52;0;-0.1;7.9;-1.7;3.3;0;0;3.6;0;0;2011;28;Monday;November
1113;0;7.7;59;0;0.6;7.8;-1.4;4;0;0;3.2;0;0;2011;29;Tuesday;November
1122;0;11;59;;3.8;12.4;1.6;6.8;0;0;4.1;0;0;2011;30;Wednesday;November
1362;0;4.7;52;;0.9;7.2;0.6;3;0;0;3.6;0;0;2011;1;Thursday;December
1562;0;12.5;68;;4;13.6;-0.2;6.8;7.4;5.4;8;0;0;2011;2;Friday;December
1471;0;7.8;0;;4.6;8.8;4.8;5.9;8.6;3.1;8.8;0;0;2011;3;Saturday;December
2093;0;12.8;0;;6.9;14.5;4.6;11.9;18.8;1;15.5;0;0;2011;4;Sunday;December
2210;0;6.4;6;0;4.8;12.8;2.6;4.6;21.8;12.3;21.7;0;0;2011;5;Monday;December
1043;0;6.5;3;0;4.3;7.4;3.8;6.6;22.1;0.3;13.7;0;0;2011;6;Tuesday;December
1158;0;9.8;0;0;6.9;10.9;4.6;9.4;22.6;7.9;27.4;0;0;2011;7;Wednesday;December
1253;0;7.1;37;0;4.1;8.3;0.8;2.6;21.4;0;9.7;0;0;2011;8;Thursday;December
1720;0;8.5;20;0;5.3;10.7;1;7.8;11.2;0;7.5;0;0;2011;9;Friday;December
1690;0;10.5;16;0;6.6;12;4.3;8.7;8.2;0;8.2;0;0;2011;10;Saturday;December
1760;0;6.8;0;0;4.9;7.4;3.7;5.8;7.9;0;4.3;0;0;2011;11;Sunday;December
853;0;5.8;0;0;3.2;6.7;-0.4;4.5;3.4;3.4;9.8;0;0;2011;12;Monday;December
1132;0;3.9;1;0;2;6.2;-1.8;5.6;4.5;0.9;17.3;0;0;2011;13;Tuesday;December
692;0;9.1;17;0;6;11.6;1.1;6.1;10.5;6.2;27.7;0;0;2011;14;Wednesday;December
1316;0;6;1;0;3.9;8;0.5;6.7;13.9;2.5;21.2;0;0;2011;15;Thursday;December
1398;0;14.7;0;0;6.6;14.7;1.4;5.5;26.9;13.2;22.6;0;0;2011;16;Friday;December
1106;0;3.3;4;0;1.9;4.7;0.7;1.8;24.9;1.1;14.1;0;0;2011;17;Saturday;December
1330;0;2.5;4;2;0.7;2.8;-0.2;1;24.9;2;12.1;0;0;2011;18;Sunday;December
1157;0;-0.1;0;2;-2;0.6;-5.6;-2.6;20.2;1.4;9.1;0;0;2011;19;Monday;December
770;0;-1.1;0;7;-1.2;3.2;-5.7;0.8;21.1;4.3;9.5;0;0;2011;20;Tuesday;December
1036;0;1.9;0;7;1.3;3.9;0.1;1.1;20.6;7.3;10;0;0;2011;21;Wednesday;December
1135;0;3.4;0;7;2.8;6.2;0.2;5.2;47;32.5;5.3;0;0;2011;22;Thursday;December
1296;0;6.4;0;5;5.5;7.3;4.3;5.9;47.9;0.6;5.3;0;0;2011;23;Friday;December
1158;0;3.6;0;5;3.2;6.3;-0.8;2.1;47.7;3;15.5;1;1;2011;24;Saturday;December
2436;0;2.8;97;0;-0.1;3.9;-2.4;-0.2;43.4;0;4.8;1;1;2011;25;Sunday;December
4019;0;3;100;0;-0.2;4.8;-3.6;-0.6;30.9;0;3.6;1;1;2011;26;Monday;December
2255;0;-0.1;0;0;-0.8;1;-2.9;-0.1;3.1;0;3.3;0;0;2011;27;Tuesday;December
2760;0;2.1;62;0;0.1;3.8;-1.6;0.6;2;0;5.8;0;0;2011;28;Wednesday;December
1842;0;4.4;15;0;2.5;5.6;-0.5;3.3;2.6;2.5;8.6;0;0;2011;29;Thursday;December
1628;0;2.5;5;0;3.4;6.9;0.5;2.7;8.4;4.3;22.8;0;0;2011;30;Friday;December
2517;0;2.8;0;0;2.9;7.3;0;4.3;31.2;24.2;7.5;1;1;2011;31;Saturday;December
2517;0;8.9;3;0;6.4;9.8;3.5;5.5;31.2;0.2;3.9;1;1;2012;1;Sunday;January
1539;0;10.3;0;0;5.7;10.5;2.6;5.4;39.5;5.8;16.1;1;1;2012;2;Monday;January
1890;0;5.9;81;0;3.6;7.2;0.2;2.2;42.5;3.4;10.6;0;0;2012;3;Tuesday;January
1341;0;6.4;29;0;4.5;7.2;1.2;4.3;41.2;9.2;13.6;0;0;2012;4;Wednesday;January
906;0;8.5;0;0;6.4;9.9;1.7;4.7;29;8.7;30.5;0;0;2012;5;Thursday;January
1219;0;3.4;1;0;3.3;4.2;0.2;3.2;29.2;2.1;18.7;0;0;2012;6;Friday;January
1269;0;2.2;0;0;2.6;7.7;-1.7;3.7;21;0.1;16.7;0;0;2012;7;Saturday;January
1360;0;6;0;0;5.4;6.4;2.7;4.1;18.1;2.7;13.4;0;0;2012;8;Sunday;January
523;0;5.3;6;0;4;6;1.1;5.3;14;0.4;3.8;0;0;2012;9;Monday;January
1136;0;7.2;31;0;4.1;8.5;-0.3;3.3;3.4;0;5.6;0;0;2012;10;Tuesday;January
1307;0;2.4;0;0;2.1;2.8;-0.4;2.2;3.2;0;4.9;0;0;2012;11;Wednesday;January
1159;0;0.6;0;0;1;1.7;-0.2;0.5;2.8;0;4.4;0;0;2012;12;Thursday;January
1162;0;3.7;3;0;2;4.4;-1.8;2.7;1;0.6;3.5;0;0;2012;13;Friday;January
1593;0;1.7;62;0;-0.4;2.8;-3.8;-0.8;0.6;0;5.6;0;0;2012;14;Saturday;January
3026;0;-0.3;98;0;-2.6;1.5;-5.7;-2.4;0.6;0;3.8;0;0;2012;15;Sunday;January
1553;0;-2.1;31;0;-3.1;-0.4;-5.7;-3.3;0.6;0;4.2;0;0;2012;16;Monday;January
1510;0;0.5;98;0;-2.6;2.1;-6.9;-1.8;0;0;3.7;0;0;2012;17;Tuesday;January
1600;0;2.8;99;0;-1.3;3.9;-5.7;-1;0;0;3.1;0;0;2012;18;Wednesday;January
722;0;5;0;0;5.9;12.4;-1.9;11.2;2.9;2.5;23.2;0;0;2012;19;Thursday;January
1148;0;4.9;3;0;6.6;10.5;3;4.2;7.7;4.2;21.4;0;0;2012;20;Friday;January
1060;0;6.6;16;0;8.6;12.8;5;10.9;9.8;3;19.7;0;0;2012;21;Saturday;January
2183;0;10.1;41;0;9.2;11.8;5.4;9.4;11;1.3;21.5;0;0;2012;22;Sunday;January
909;0;8.8;0;0;7.4;8.9;5.1;6.6;12;0;13.5;0;0;2012;23;Monday;January
835;0;2.3;9;0;2.7;6.8;0.2;1.8;18.8;10.5;12.9;0;0;2012;24;Tuesday;January
1031;0;2.4;0;0;2;3;0.1;2.9;14.1;0.3;2.5;0;0;2012;25;Wednesday;January
2039;0;3.6;0;0;3.3;4.4;1.9;3.7;12.4;0;11.3;0;0;2012;26;Thursday;January
1041;0;5;0;0;3.6;5.4;1.9;3.7;19;5.1;5.5;0;0;2012;27;Friday;January
1191;0;1.9;0;0;1.4;2.3;0.3;1.6;22.1;7.2;6.3;0;0;2012;28;Saturday;January
1899;0;0.5;0;0;0.3;1.2;-0.3;0.1;12.6;0.2;7.2;0;0;2012;29;Sunday;January
871;0;0.3;0;4;-0.4;0.8;-1;-0.9;14.8;2.3;4.1;0;0;2012;30;Monday;January
827;0;-0.8;0;10;-1.6;-0.7;-4.1;-1.5;20;5.6;5.8;0;0;2012;31;Tuesday;January
750;0;-4.9;0;10;-5.3;-4;-6.2;-5.3;12.5;0.2;6.6;0;0;2012;1;Wednesday;February
911;0;-7.7;0;10;-7.9;-5.9;-8.5;-8.2;9.3;1;6.8;0;0;2012;2;Thursday;February
1114;0;-10.8;0;10;-10.8;-8.5;-12.1;-10.7;9.1;0;8.5;0;0;2012;3;Friday;February
939;0;-11;24;6;-12;-9.3;-13.8;-9.6;6.8;0;9;0;0;2012;4;Saturday;February
1539;0;-11.2;23;0;-11.7;-8.7;-13.4;-10.1;1.2;0;4.6;0;0;2012;5;Sunday;February
926;0;-10;0;0;-11.6;-9;-12.6;-9.5;0.9;0;5.4;0;0;2012;6;Monday;February
736;0;-9.6;1;0;-11.3;-9.1;-12.7;-9.6;0;0;9.3;0;0;2012;7;Tuesday;February
1010;0;-7.8;0;0;-8.7;-6.8;-9.6;-6.8;0;0;6.1;0;0;2012;8;Wednesday;February
844;0;-6.5;0;0;-7.5;-4.6;-8.4;-4.8;0.2;0.2;8.1;0;0;2012;9;Thursday;February
1002;0;-6.4;1;0;-8.7;-5.8;-10;-7.7;0.2;0;13.4;0;0;2012;10;Friday;February
990;0;-7.9;0;0;-9.6;-7.7;-9.6;-8.3;0.2;0;10.2;0;0;2012;11;Saturday;February
1663;0;-9.4;2;0;-10.8;-8.1;-11.6;-9.2;0.2;0;6.6;0;0;2012;12;Sunday;February
737;0;-6.7;0;0;-8.8;-4.6;-12.6;-4.7;0.2;0;3.9;0;0;2012;13;Monday;February
651;0;-1.1;14;0;-3.3;0.2;-5;-0.5;0;0;4.4;0;0;2012;14;Tuesday;February
635;0;4.7;0;0;1.6;5.1;-1;3.8;0;0;15.3;0;0;2012;15;Wednesday;February
980;0;2.5;1;0;0.4;3.5;-1.2;2.2;2.2;2.2;4.6;0;0;2012;16;Thursday;February
1439;0;3.8;55;0;-0.8;5.5;-2.9;1.8;2.2;0;4.3;0;0;2012;17;Friday;February
2381;0;4.4;99;0;-0.5;6.3;-3.4;0.9;2.6;0;4.1;0;0;2012;18;Saturday;February
1275;0;4.1;0;0;-0.1;4.3;-0.1;0.4;7.9;5.7;9.1;0;0;2012;19;Sunday;February
1143;0;2.9;33;0;-1.3;3.5;-3;0.4;7.9;0;10;0;0;2012;20;Monday;February
1390;0;0.8;73;0;-3.6;2.8;-5.2;-0.7;5.7;0;4.1;0;0;2012;21;Tuesday;February
1471;0;1.6;77;0;-3.2;3.8;-4.8;0.2;5.7;0;4.3;0;0;2012;22;Wednesday;February
937;0;4.3;0;0;0.1;6.5;-2.8;5.2;5.3;0;3.7;0;0;2012;23;Thursday;February
1893;0;10.1;100;0;3.2;12.6;-0.9;7.6;0;0;3.7;0;0;2012;24;Friday;February
1343;0;6.6;5;0;3.5;8.8;2.7;6.5;0.7;0;4.9;0;0;2012;25;Saturday;February
1285;0;4.5;0;0;1.8;6;-0.1;3.8;3.1;3.1;4.8;0;0;2012;26;Sunday;February
1269;0;6.9;100;0;0.2;8.6;-2;4.8;3.1;0;4.8;0;0;2012;27;Monday;February
1331;0;8.6;77;0;1;10.4;-2.6;4.9;3.1;0;4.7;0;0;2012;28;Tuesday;February
1620;0;11.1;100;0;3.3;14.1;-0.7;9;3.1;0;4.3;0;0;2012;29;Wednesday;February
2042;0;9.6;67;0;3.3;13;0.8;8.7;2.4;0;4.5;0;0;2012;1;Thursday;March
2540;0;14.3;100;0;5.2;17.2;1.3;10.2;0;0;3.3;0;0;2012;2;Friday;March
2645;0;12.5;38;0;5.2;14;2;10.9;0;0;3.6;0;0;2012;3;Saturday;March
1979;0;7.5;28;0;3.4;9.3;3.3;6.4;3.5;0;4.5;0;0;2012;4;Sunday;March
815;0;5.3;0;0;1;6.7;1.8;4.2;4.2;4.2;17.6;0;0;2012;5;Monday;March
1055;0;4.1;18;0;-0.3;6.4;-1.3;5.7;4.2;0;7.5;0;0;2012;6;Tuesday;March
1474;0;7.9;89;0;1.1;9.2;-1.3;6.8;5.5;0;9.8;0;0;2012;7;Wednesday;March
657;0;3.4;1;0;0.4;6.9;1.7;2.9;11.7;7.5;12;0;0;2012;8;Thursday;March
1453;0;4.9;54;0;-0.7;7.5;-0.1;4.7;8.2;0;7.3;0;0;2012;9;Friday;March
2718;0;7.8;89;0;0;10;-1.8;7.6;7.5;0;5.2;0;0;2012;10;Saturday;March
2709;0;7.7;20;0;1.2;9.3;-0.9;7.8;7.5;0;10.2;0;0;2012;11;Sunday;March
1406;0;10;91;0;2.3;12.9;0.7;10.1;6.2;0;4.9;0;0;2012;12;Monday;March
1826;0;11.8;100;0;3.1;15.5;0.6;11.1;0;0;4.7;0;0;2012;13;Tuesday;March
1928;0;12.1;98;0;3.3;15.2;0.8;11.3;0;0;4.7;0;0;2012;14;Wednesday;March
2153;0;14.4;99;0;4;17.9;0.7;11.5;0;0;4.1;0;0;2012;15;Thursday;March
2608;0;16.9;100;0;5.7;19.6;1.5;13.6;0;0;4.2;0;0;2012;16;Friday;March
3301;0;16.2;70;0;5.6;17.9;2.7;13.4;0;0;6.3;0;0;2012;17;Saturday;March
3158;0;12.9;35;0;2.3;14.7;3.1;5.8;10.9;4.6;13.8;0;0;2012;18;Sunday;March
914;0;4;0;0;-1.6;4.5;1.3;1.4;32.1;27.5;3.1;0;0;2012;19;Monday;March
1272;0;6.1;42;0;-0.3;9.6;1.3;7;32.1;0;5.3;0;0;2012;20;Tuesday;March
1666;0;11.1;72;0;1.7;14.3;0.8;10.7;32.1;0;4.6;0;0;2012;21;Wednesday;March
2104;0;13.5;97;0;3.7;16.5;1.1;12.6;32.1;0;5.8;0;0;2012;22;Thursday;March
2468;0;16.9;93;0;5.2;18.5;2.6;14.5;21.2;0;4.4;0;0;2012;23;Friday;March
3627;0;16.1;88;0;5.7;18.5;3.8;15.7;0.3;0.3;6.8;0;0;2012;24;Saturday;March
5213;0;15.6;68;0;5.5;17.9;4.2;15.3;0.3;0;9.5;0;0;2012;25;Sunday;March
2018;0;15.1;99;0;5.3;18.6;3.5;15.3;0.3;0;6.6;0;0;2012;26;Monday;March
2287;0;14.7;99;0;5.1;18.2;3.8;15.5;0.3;0;7.6;0;0;2012;27;Tuesday;March
2896;0;15.9;94;0;5.2;18.4;2.8;15.8;0.3;0;6.8;0;0;2012;28;Wednesday;March
2279;0;16.6;80;0;7;19.3;4.9;16.7;0;0;7.5;0;0;2012;29;Thursday;March
1840;0;13.9;48;0;6.2;16.5;7.2;13.8;0.2;0.2;5.9;0;0;2012;30;Friday;March
3702;0;16;98;0;5.3;18.1;3.1;15.9;0.2;0;8.7;0;0;2012;31;Saturday;March
3486;0;9.8;49;0;1.8;12.4;3.8;10.1;0.2;0;7.7;0;0;2012;1;Sunday;April
2284;0;13.6;97;0;2.8;16.3;1;14.5;0.2;0;5.7;0;0;2012;2;Monday;April
2853;0;15;24;0;5.3;18.1;8.3;15.2;3.3;2.9;20;0;0;2012;3;Tuesday;April
1603;0;10.8;0;0;3.9;12.2;9.4;10.8;5.1;0.2;5.7;0;0;2012;4;Wednesday;April
1306;0;10.7;0;0;2.7;11;8.2;10.2;9.1;5.6;4.9;0;0;2012;5;Thursday;April
5830;0;10.3;0;0;2.5;12.4;7.7;11.4;14.2;0.4;4;1;1;2012;6;Friday;April
3552;0;9.1;0;0;0.9;9.8;5.6;7.4;28.8;13.2;6.1;1;1;2012;7;Saturday;April
3685;0;0.8;9;0;-5.4;5.6;-0.9;2.4;33.8;14.6;7.9;1;1;2012;8;Sunday;April
6169;0;9;16;0;-2.3;9.7;-2.1;8.8;31.8;0;4.8;1;1;2012;9;Monday;April
4633;0;16.9;69;0;4.3;20.1;4.2;14.1;30.2;0;12.4;0;0;2012;10;Tuesday;April
1903;0;6.7;7;0;-1.3;9.5;2.5;7;29.4;6.7;13.1;0;0;2012;11;Wednesday;April
3241;0;10.3;9;0;-1.8;11.3;1.2;6.7;30.9;14.1;7.7;0;0;2012;12;Thursday;April
2769;0;8.9;0;0;-0.9;9.7;4.4;8.6;23;2.2;4.7;0;0;2012;13;Friday;April
2959;0;9.2;0;0;-0.3;9.6;5.3;7.6;24.6;0.9;7.1;0;0;2012;14;Saturday;April
2502;0;7.3;0;0;-1.3;7.5;5.7;6.7;36.9;12.9;7.1;0;0;2012;15;Sunday;April
1773;0;6.4;0;0;-2.8;6.6;3.9;4.8;35.4;5.3;10.3;0;0;2012;16;Monday;April
3933;0;8.5;30;0;-2.2;11;3.7;9.5;19.4;0;5.4;0;0;2012;17;Tuesday;April
2401;0;7.1;21;0;-1.8;9.7;3.5;8.7;19.5;0.4;11.5;0;0;2012;18;Wednesday;April
3032;0;10.6;26;0;-1.1;13;1.9;9.3;18.2;0.2;13.6;0;0;2012;19;Thursday;April
2890;0;8.6;12;0;-1.7;10.8;2.9;9.4;5.3;1.9;12.9;0;0;2012;20;Friday;April
4662;0;13.4;23;0;0.2;16.2;2.6;12.1;11.6;9.1;18.9;0;0;2012;21;Saturday;April
5378;0;13.1;38;0;-1.5;13.1;4.2;7.6;13;1.5;17.2;0;0;2012;22;Sunday;April
2287;0;12.2;55;0;-0.6;13.8;3.8;10.3;15.1;1.6;17.1;0;0;2012;23;Monday;April
1778;0;10.2;26;0;-0.8;12.3;6.3;9.6;15.9;1.9;20.4;0;0;2012;24;Tuesday;April
3719;0;14.3;45;0;0.2;16.4;1.7;13.8;14.1;0;5.8;0;0;2012;25;Wednesday;April
5165;0;20.6;99;0;4.6;22;6.2;19;5;0;12.9;0;0;2012;26;Thursday;April
5328;0;21.1;72;0;5.9;22.8;7;21.8;3.5;0;6.3;0;0;2012;27;Friday;April
8783;0;28.3;64;0;10.9;29.1;10.4;25.9;1.1;0;18;0;0;2012;28;Saturday;April
11652;0;24.1;54;0;11.2;25.7;12.4;18.1;0;0;26.9;0;0;2012;29;Sunday;April
5757;0;20.4;44;0;5.3;22.9;9.9;18.9;5.9;0;18.4;0;0;2012;30;Monday;April
7257;0;15.5;4;0;2.4;17.6;9;16;12.6;12.5;10.3;0;0;2012;1;Tuesday;May
3656;0;17.5;48;0;2.3;17.5;8.8;14.9;12.6;0.1;13.6;0;0;2012;2;Wednesday;May
5318;0;16.8;56;0;2.6;18.7;7.3;17.1;12.6;0;4.9;0;0;2012;3;Thursday;May
6078;0;19.8;78;0;4.4;22.8;7.4;19.2;22.2;0.4;12.2;0;0;2012;4;Friday;May
5780;0;13.8;31;0;0.8;16.4;9.6;14.2;26.7;17.4;11;0;0;2012;5;Saturday;May
5891;0;13.9;11;0;-0.4;14.3;8.6;11.2;30.7;12.8;7.9;0;0;2012;6;Sunday;May
3403;0;14.2;16;0;0.1;16.8;7.3;14.4;31.2;0.6;5.3;0;0;2012;7;Monday;May
6039;0;19.3;54;0;2;20.5;6.3;14.4;34;1.7;7.3;0;0;2012;8;Tuesday;May
3414;0;16.2;16;0;3.4;20;12;19.1;25.2;1.9;4.6;0;0;2012;9;Wednesday;May
8386;0;25;99;0;7;27;10.7;24.2;14.8;0;5.3;0;0;2012;10;Thursday;May
9231;0;27.2;98;0;9.3;29.3;13.4;25.7;5.9;0;5.8;0;0;2012;11;Friday;May
3818;0;10.6;0;0;0.4;21.1;8.1;8.9;19;15.4;10.7;0;0;2012;12;Saturday;May
10531;0;13.9;7;0;-1.7;14.2;6.7;12.4;16.2;0;10.7;0;0;2012;13;Sunday;May
5745;0;14.9;99;0;-1.7;18.2;3.2;15.6;15.4;0;7.5;0;0;2012;14;Monday;May
4230;0;17.8;61;0;-1.7;18.7;4.2;10;20.2;4.8;21.9;0;0;2012;15;Tuesday;May
2818;0;7.9;23;0;-5.4;10.6;4.1;7.5;22.4;4;13.7;0;0;2012;16;Wednesday;May
17872;0;13.5;91;0;-2.5;17.3;1.9;15.3;8.8;0;6.3;1;1;2012;17;Thursday;May
7348;0;16.1;5;0;1.1;18.7;10.2;16.7;8.9;0.1;8.9;1;1;2012;18;Friday;May
13506;0;20.3;72;0;3.5;22.3;9.4;20.7;8.9;0;7.1;0;0;2012;19;Saturday;May
11978;0;21.5;29;0;4.4;23;10.4;19.9;4.2;0.1;17.6;0;0;2012;20;Sunday;May
4015;0;18.8;28;0;2.6;22.1;12.5;16.3;12.6;10.1;16.3;0;0;2012;21;Monday;May
5083;0;18.5;38;0;2;19.6;11.6;17.3;33.8;9.6;6.8;0;0;2012;22;Tuesday;May
4104;0;16.2;13;0;1.9;19.7;13.1;18;37.7;17.7;5.6;0;0;2012;23;Wednesday;May
8381;0;21.8;44;0;5.6;25.5;14;22.6;37.7;0.2;9.7;0;0;2012;24;Thursday;May
7855;0;23.7;59;0;5.1;24.5;13.2;21.8;37.6;0;11.5;0;0;2012;25;Friday;May
14869;0;21.8;91;0;3.8;24.2;10.4;21.8;25.2;0;9.2;0;0;2012;26;Saturday;May
25887;0;21.5;47;0;2.7;22.2;9.8;20.1;4;0;8.6;1;1;2012;27;Sunday;May
20602;0;21.8;70;0;3.5;24.3;10.7;21.1;0;0;6.9;1;1;2012;28;Monday;May
7691;0;22.1;66;0;4.3;25.1;11.2;22.9;0;0;7.4;0;0;2012;29;Tuesday;May
8709;0;25.2;85;0;5.3;26.3;11.3;23.8;7.9;0.6;6.9;0;0;2012;30;Wednesday;May
5372;0;20.5;26;0;4.4;23.2;14.2;22;8.1;7.5;12.2;0;0;2012;31;Thursday;May
5911;0;19;13;0;3.7;20.5;15.1;19.7;8.1;0;7.8;0;0;2012;1;Friday;June
14729;0;23.6;93;0;5.5;26.2;13.2;24.8;13.2;0;6.3;0;0;2012;2;Saturday;June
9345;0;21.9;4;0;2.8;23.3;12.9;16.4;30;16.7;17.6;0;0;2012;3;Sunday;June
4866;0;15.8;12;0;0.5;18.5;11.9;16.7;28;5.2;14.2;0;0;2012;4;Monday;June
8673;0;13;16;0;-1.4;17.2;9.3;16.3;27.8;5.9;9.6;0;0;2012;5;Tuesday;June
6769;0;17.4;1;0;0.3;18.4;12.3;16.7;28.5;0.7;5.6;0;0;2012;6;Wednesday;June
17294;0;22.8;33;0;3.5;26.5;12.6;18.9;53.1;26.8;13.3;0;0;2012;7;Thursday;June
6411;0;15.1;1;0;0.2;16.9;12.5;13.9;65.7;32.1;13.8;0;0;2012;8;Friday;June
9779;0;17.2;17;0;-0.4;18.6;11.1;16.4;72.1;10.4;5.4;0;0;2012;9;Saturday;June
10557;0;15.8;16;0;-1.2;17.8;10.4;15.4;73.4;2.7;5.3;0;0;2012;10;Sunday;June
5073;0;17.1;35;0;0;18.8;12;17;81.4;1.9;14.7;0;0;2012;11;Monday;June
4167;0;12.5;0;0;-2.6;14.1;11.1;14.1;58.8;14.6;11.5;0;0;2012;12;Tuesday;June
6002;0;16.4;13;0;-2;18.2;10.1;12.6;34.6;5.2;13.8;0;0;2012;13;Wednesday;June
10690;0;19;96;0;-0.2;21.3;7.7;20.1;22.3;0;5.8;0;0;2012;14;Thursday;June
14257;0;24.1;93;0;4.2;27.5;10.9;25.9;21;0;6.6;0;0;2012;15;Friday;June
15938;0;26.5;92;0;6.9;29;14.2;27.5;12.3;0;7.7;0;0;2012;16;Saturday;June
16661;0;22.1;63;0;4.7;26.3;14.7;24.4;5.2;0;6.4;0;0;2012;17;Sunday;June
11544;0;27.1;64;0;6.6;30;15.8;22.2;0.7;0.7;9;0;0;2012;18;Monday;June
12754;0;25.5;41;0;6;27;15.1;24.3;0.7;0;7.2;0;0;2012;19;Tuesday;June
7791;0;19.2;12;0;4.6;23;17.7;21.3;6.1;5.4;5.8;0;0;2012;20;Wednesday;June
9905;0;25.3;50;0;4.2;26.2;15.8;18.6;11;4.9;16.7;0;0;2012;21;Thursday;June
9682;0;19.3;32;0;2.1;22.6;15.9;20.3;11;0;7.7;0;0;2012;22;Friday;June
15199;0;22.6;70;0;3;24;14.8;22.9;10.3;0;6.6;0;0;2012;23;Saturday;June
18405;0;24.6;58;0;4.1;25.5;12.1;24.5;14.2;0;11.8;0;0;2012;24;Sunday;June
4315;0;16.5;0;0;0.6;21.8;15.6;17.2;16.7;9.4;10.9;0;0;2012;25;Monday;June
6232;0;16.7;0;0;-0.2;18.2;14.3;18.1;14.7;5.3;5.2;0;0;2012;26;Tuesday;June
13045;0;23.9;58;0;4.4;26.5;16.3;25.2;14.7;0;5.3;0;0;2012;27;Wednesday;June
16389;0;27.9;78;0;6.5;29.9;16.3;27.5;14.7;0;5.7;0;0;2012;28;Thursday;June
13088;0;29.8;74;0;8.2;32;19.8;23.9;12.5;1.7;7.6;0;0;2012;29;Friday;June
16060;0;28.7;74;0;7.2;30.6;19.2;23.8;6.6;2;9.4;0;0;2012;30;Saturday;June
8902;0;18.5;0;0;1;22.1;14.8;16.6;26;15.1;11.3;0;0;2012;1;Sunday;July
5853;0;18.2;2;0;-0.1;19.5;14.4;18.9;35.7;15.6;8.5;0;0;2012;2;Monday;July
7752;0;20;3;0;0.5;20.9;15.6;20.3;36.1;1.7;4.8;0;0;2012;3;Tuesday;July
12453;0;23.5;19;0;1.2;24.3;14.8;19.4;39;4.6;10.9;0;0;2012;4;Wednesday;July
10065;0;23.9;49;0;1.7;25.5;13.8;19.8;43.4;0;22.8;0;0;2012;5;Thursday;July
6658;0;18.7;0;0;-0.6;19.2;15;17.5;28.7;13.9;5.2;0;0;2012;6;Friday;July
16830;0;22.4;83;0;1.8;25.4;14.1;23.2;19;0.1;6.4;0;0;2012;7;Saturday;July
14352;0;22.6;18;0;2.1;24.5;15.1;22.2;19.4;0.8;11.2;0;0;2012;8;Sunday;July
11706;0;24;42;0;2.9;25.1;17.4;23.4;14.8;0;5.5;0;0;2012;9;Monday;July
13385;0;22.9;38;0;2.3;24.8;16.6;20.8;8.6;0;11.2;0;0;2012;10;Tuesday;July
8746;0;19.4;6;0;0.1;20.6;15.4;19;1.2;0.4;8.1;0;0;2012;11;Wednesday;July
11676;0;18.4;10;0;-1.2;19.2;14;16.8;1.2;0;11.3;0;0;2012;12;Thursday;July
8981;0;20.6;14;0;-0.8;21.6;13.8;17.3;5.6;4.4;12.7;0;0;2012;13;Friday;July
11541;0;22.9;40;0;0.9;23.6;14.2;20.1;5.9;0.9;19.2;0;0;2012;14;Saturday;July
10884;0;18;21;0;-2.5;20.7;11.9;14;10.4;4.7;15;0;0;2012;15;Sunday;July
10753;0;19;65;0;-2.3;21.5;10.7;18.4;10.2;0.2;7.5;0;0;2012;16;Monday;July
17657;0;24.8;85;0;1.6;26.1;14.2;22.9;10.2;0;14.6;0;0;2012;17;Tuesday;July
30174;0;25.6;91;0;2.8;29.6;12.5;28.2;5;0;11.8;0;0;2012;18;Wednesday;July
12073;0;24.7;33;0;2.1;26.5;15.3;20;5.3;0.6;10.2;0;0;2012;19;Thursday;July
