Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
853;0;2;5;0;-1.3;3.7;-0.7;2.1;20.1;0;7.4;0;0;2011;2;Wednesday;March
1379;0;1.6;30;0;-2.3;3.8;-1.9;2;17.2;0;5.9;0;0;2011;3;Thursday;March
1379;0;3.3;30;0;-2.5;5.3;-3.1;2.9;0.4;0;4.8;0;0;2011;4;Friday;March
1590;0;0.9;0;0;-2.6;2.2;-1.9;1.6;0;0;3.8;0;0;2011;5;Saturday;March
1768;0;1.9;0;0;-1.6;4.4;0.3;2.3;0;0;7.5;0;0;2011;6;Sunday;March
1253;0;2.5;39;0;-1.8;5.5;-1;3.4;0;0;4.8;0;0;2011;7;Monday;March
1877;0;8.7;91;0;0.2;11.9;-2.8;7.2;0;0;4.8;0;0;2011;8;Tuesday;March
1881;0;10.1;89;0;2.4;13.1;-1.3;9.8;0;0;5.6;0;0;2011;9;Wednesday;March
1762;0;14.3;70;0;4.8;16.5;2.5;11.4;0;0;14.5;0;0;2011;10;Thursday;March
2506;0;10.4;82;0;2.5;12.2;0.9;9.4;0;0;6.2;0;0;2011;11;Friday;March
2393;0;11.5;38;0;2.7;12.2;0.2;11;0;0;5.4;0;0;2011;12;Saturday;March
3043;0;9.8;0;0;5;14.4;5.7;11.4;0;0;10.4;0;0;2011;13;Sunday;March
1604;0;14.9;0;0;5.9;16.6;3.9;12.6;0;0;5.8;0;0;2011;14;Monday;March
1904;0;12.1;37;0;4.5;16.6;2.4;12.7;0;0;5;0;0;2011;15;Tuesday;March
1212;0;12.1;5;0;5.7;12.8;7;10.9;0.2;0;4.8;0;0;2011;16;Wednesday;March
795;0;8.1;0;0;3.4;8.9;6.7;7.9;24.2;24.2;10.2;0;0;2011;17;Thursday;March
1377;0;8.8;4;0;2.9;10.4;5.2;7.7;29.4;0.1;5.7;0;0;2011;18;Friday;March
1127;0;4.9;0;0;-0.1;6.1;2.5;3.4;40.9;16.6;8.5;0;0;2011;19;Saturday;March
3900;0;6.5;44;0;-0.8;9.6;-0.1;7.4;40.9;0;7.1;0;0;2011;20;Sunday;March
1600;0;8.3;99;0;-0.2;11.1;-1.1;8.6;40.7;0;9.3;0;0;2011;21;Monday;March
1909;0;8.9;96;0;0.4;12.1;-1.2;9.4;16.7;0;6.5;0;0;2011;22;Tuesday;March
2358;0;11.8;97;0;2.3;15.5;-0.1;12.2;11.5;0;5.7;0;0;2011;23;Wednesday;March
2461;0;13.4;94;0;3.5;16.4;1.7;13.1;0;0;6.2;0;0;2011;24;Thursday;March
2713;0;17;97;0;5.7;19;3.5;14.8;0;0;4.8;0;0;2011;25;Friday;March
2774;0;13.6;30;0;5.3;15.6;5.2;13.1;0.1;0.1;11.7;0;0;2011;26;Saturday;March
3550;0;12.5;14;0;4.7;14.4;6.3;13.2;0.5;0.3;9.4;0;0;2011;27;Sunday;March
885;0;9.4;17;0;3.8;12.4;7.3;10.9;1.9;1.5;4;0;0;2011;28;Monday;March
1816;0;12;56;0;3.1;16;4.4;13.2;1.9;0;5.4;0;0;2011;29;Tuesday;March
1127;0;11.3;22;0;3.9;13.6;7;12.4;2.6;0.7;5.5;0;0;2011;30;Wednesday;March
1317;0;15.5;38;0;4.7;16.3;6.7;11.4;7.1;4.6;7.2;0;0;2011;31;Thursday;March
2498;0;16.6;87;0;6.9;18.5;8.6;15.4;6.7;0;5;0;0;2011;1;Friday;April
5522;0;19.2;100;0;7.3;22;6.2;19.3;5.3;0;4.7;0;0;2011;2;Saturday;April
9181;0;20.5;87;0;9;22.1;7;19.5;13.1;0;5.8;0;0;2011;3;Sunday;April
881;0;8.7;0;0;2.6;14.2;6.1;9;25.1;20.5;12.6;0;0;2011;4;Monday;April
1707;0;14.8;62;0;3.9;17.7;4.6;15;20.5;0;8.2;0;0;2011;5;Tuesday;April
2604;0;18;91;0;7.3;21.4;8.2;18.3;20.6;0.1;6.1;0;0;2011;6;Wednesday;April
3531;0;20.5;95;0;9.2;25.1;7.7;20.8;20.6;0;5.4;0;0;2011;7;Thursday;April
2863;0;19.5;88;0;8.7;22.4;9.9;19.1;12.8;0;6.8;0;0;2011;8;Friday;April
5491;0;20.6;99;0;8;23.6;6.9;20.6;0.1;0;6;0;0;2011;9;Saturday;April
10616;0;19.9;98;0;7.4;22.6;7.9;18.5;0.1;0;7.4;0;0;2011;10;Sunday;April
3678;0;18;90;0;6.8;22;7.1;18.3;0;0;5.5;0;0;2011;11;Monday;April
1279;0;7.9;0;0;1.9;15.8;4.6;7.5;4.6;4.6;11.9;0;0;2011;12;Tuesday;April
2227;0;9.2;71;0;-1.1;11.5;3.1;9.2;4.6;0;6.8;0;0;2011;13;Wednesday;April
2318;0;11.4;29;0;-0.1;12.8;4.1;10.5;4.6;0;9;0;0;2011;14;Thursday;April
2711;0;12.7;62;0;0;13.6;2.3;12.1;4.6;0;9.7;0;0;2011;15;Friday;April
4181;0;12.7;94;0;0.4;15.1;2.1;13.1;4.6;0;6.3;0;0;2011;16;Saturday;April
11882;0;14.7;97;0;1.8;17.4;3.2;14.7;0;0;6.6;0;0;2011;17;Sunday;April
4966;0;17.8;83;0;3.7;19.6;4.2;16.3;0;0;6.3;0;0;2011;18;Monday;April
6032;0;19.6;96;0;5.1;21.6;6.3;17.9;0;0;6.8;0;0;2011;19;Tuesday;April
6112;0;20.6;97;0;5.7;22.9;6.5;19.6;0;0;;0;0;2011;20;Wednesday;April
5541;0;21;64;0;6.3;22.9;7.7;20.6;0;0;;0;0;2011;21;Thursday;April
17477;0;21;98;0;6.9;23.6;6.6;20.6;0;0;9;1;1;2011;22;Friday;April
10873;0;22;68;0;7.2;22.6;8.8;20.1;0;0;5.6;1;1;2011;23;Saturday;April
10407;0;17.7;37;0;6;20.5;11.4;18.6;0;0;6.4;1;1;2011;24;Sunday;April
13770;0;21.8;94;0;6.6;22.9;8.8;20.1;0;0;10;1;1;2011;25;Monday;April
5437;0;16.6;75;0;3.6;18.6;7.5;16.4;0;0;8.3;0;0;2011;26;Tuesday;April
3413;0;13.7;16;0;1.1;15.8;5.9;11.9;0.3;0.3;12;0;0;2011;27;Wednesday;April
3391;0;12.8;25;0;1.3;17.2;6.5;15.6;0.3;0;8.2;0;0;2011;28;Thursday;April
4495;0;15.9;22;0;2.4;17.4;8.1;14.8;0.3;0;7.2;0;0;2011;29;Friday;April
6343;0;18.2;47;0;2.2;21.5;7;14.6;0.8;0.5;11.2;0;0;2011;30;Saturday;April
8423;0;17.1;73;0;2.8;20.1;6.6;17.7;0.8;0;7.9;0;0;2011;1;Sunday;May
4642;0;18.1;61;0;2.6;20.3;6.9;15.8;16.2;9.5;10.5;0;0;2011;2;Monday;May
2512;0;10.4;15;0;-0.6;14.3;6.4;12.6;24.7;14.7;7.4;0;0;2011;3;Tuesday;May
4363;0;14.3;66;0;-1.3;15.6;4.9;13.9;24.7;0;6.8;0;0;2011;4;Wednesday;May
6442;0;16.8;98;0;0.5;19.5;3.9;16.8;24.2;0;6.9;0;0;2011;5;Thursday;May
6887;0;21.9;94;0;4.2;23.9;6.8;21.1;24.2;0;7;0;0;2011;6;Friday;May
11509;0;22.1;86;0;6.1;25.3;9.7;22.8;8.5;0;6.9;0;0;2011;7;Saturday;May
16537;0;21.1;70;0;5.9;24.2;10.7;22.5;0;0;8.4;0;0;2011;8;Sunday;May
6347;0;23;98;0;5.7;25;9.8;22.4;0;0;6.5;0;0;2011;9;Monday;May
6874;0;24.4;70;0;6.6;25.1;10.2;22.6;0;0;5.8;0;0;2011;10;Tuesday;May
6034;0;24;71;0;6.6;25.1;12.1;20.2;0.4;0.4;10.3;0;0;2011;11;Wednesday;May
2842;0;15.6;0;0;2.7;16.9;12.3;14.3;10.1;9.7;8.4;0;0;2011;12;Thursday;May
6245;0;19.8;60;0;4.1;21.8;11.5;18.9;14.4;3.9;8.4;0;0;2011;13;Friday;May
6740;0;16.4;7;0;0.6;17.5;8.6;11.5;58.5;39.9;9.7;0;0;2011;14;Saturday;May
7298;0;11.2;32;0;-3.3;13.2;7;9.4;63;8.1;13.5;0;0;2011;15;Sunday;May
3490;0;12.9;40;0;-1.7;16.3;7.2;14.1;62.6;1;5.7;0;0;2011;16;Monday;May
5319;0;16.6;25;0;1;19.4;7.7;18;52.9;0;5.1;0;0;2011;17;Tuesday;May
7272;0;21.1;75;0;3.7;23.3;8.5;21.1;48.7;0.1;5.6;0;0;2011;18;Wednesday;May
8217;0;23.5;71;0;5.6;24.6;13.3;19.6;4.9;0.3;12.7;0;0;2011;19;Thursday;May
7516;0;21.5;48;0;3.5;22.9;11.1;17.6;0.5;0.1;13.6;0;0;2011;20;Friday;May
14802;0;23.5;95;0;4.9;25.6;10.3;21.5;0.6;0;7.2;0;0;2011;21;Saturday;May
10610;0;15.2;46;0;3.8;22.9;12.6;19.5;26.9;26.4;9.5;0;0;2011;22;Sunday;May
6492;0;20.9;63;0;5.3;23.6;14.8;22.4;26.8;0;6.3;0;0;2011;23;Monday;May
11739;0;25.7;75;0;6.5;27.5;13;22.3;26.5;0;8.3;0;0;2011;24;Tuesday;May
9721;0;21.3;98;0;4.8;24.3;12.7;22.3;26.4;0;6.8;0;0;2011;25;Wednesday;May
8231;0;26.9;40;0;5.7;27.5;14.4;19;34.8;3.1;9.2;0;0;2011;26;Thursday;May
4742;0;10.5;3;0;-2.4;15.2;8.6;9.3;20.9;17.8;13.3;0;0;2011;27;Friday;May
10389;0;16;73;0;-0.4;19;7.8;16.9;20.9;0;6.7;0;0;2011;28;Saturday;May
21775;0;20.8;93;0;2.8;24.1;8.8;22.3;20.9;0;5.5;0;0;2011;29;Sunday;May
13331;0;26.4;96;0;6.3;27.7;12.4;24.8;23.9;3;17.1;0;0;2011;30;Monday;May
5144;0;17.1;9;0;0.7;20.8;8.5;13.1;49.1;32.3;13.6;0;0;2011;31;Tuesday;May
4431;0;11.9;0;0;-3.8;12.6;8;11.7;37;1.7;10.2;0;0;2011;1;Wednesday;June
13638;0;14.2;0;0;-0.4;16.6;10.8;15.4;37;0;6.3;1;1;2011;2;Thursday;June
17280;0;17.7;0;0;1.5;18.9;13.1;18.1;37;0;4.3;1;1;2011;3;Friday;June
15682;0;22.7;51;0;4.3;25.4;11.3;22.8;34.2;0;12.7;0;0;2011;4;Saturday;June
15735;0;22.1;72;0;4.6;25.8;13.2;21.7;1.4;0.7;13.2;0;0;2011;5;Sunday;June
5552;0;16.6;23;0;2.3;21.1;12.6;19.8;11.6;10.9;8.6;0;0;2011;6;Monday;June
9893;0;21.4;40;0;2.8;22.6;11.5;18.8;11.8;0.2;8.6;0;0;2011;7;Tuesday;June
4978;0;14.2;0;0;-0.6;17.4;11.1;12.7;22.7;9.2;8.4;0;0;2011;8;Wednesday;June
6705;0;13.4;0;0;-2.7;14.9;9.6;13.8;23;2.2;7.5;0;0;2011;9;Thursday;June
8491;0;17.6;48;0;-0.3;20.2;7.3;18.2;24;1.4;6.4;0;0;2011;10;Friday;June
6880;0;12;0;0;-2.5;13.8;9.8;13.7;20.6;7.6;6.2;0;0;2011;11;Saturday;June
27841;0;18.9;74;0;0.6;21.9;7.5;20;22.1;0;6.6;1;1;2011;12;Sunday;June
9148;0;16.6;5;0;1;19.3;13.4;18.6;11.6;2.1;7.4;1;1;2011;13;Monday;June
9057;0;21.8;56;0;3.6;24.5;14.5;21;11.1;0;7;0;0;2011;14;Tuesday;June
13519;0;24.1;61;0;4.4;25.2;12.6;23.5;9.2;0;5.8;0;0;2011;15;Wednesday;June
11307;0;25.9;53;0;4.1;27.4;14.3;17.3;11.8;9.7;17.9;0;0;2011;16;Thursday;June
9252;0;22.6;49;0;2.7;23.4;14.1;17.9;19.6;8.9;16.3;0;0;2011;17;Friday;June
7722;0;12.5;13;0;-1;18.1;10.9;15.5;28.8;8.8;17.9;0;0;2011;18;Saturday;June
11733;0;18.1;34;0;-1.1;20;10.1;17;28.9;1.5;15.3;0;0;2011;19;Sunday;June
11563;0;21.4;35;0;2.1;23.7;12.6;21.5;28.9;0;7.8;0;0;2011;20;Monday;June
15620;0;25.5;61;0;5;27.7;12.9;25.3;19.2;0;8.7;0;0;2011;21;Tuesday;June
8180;0;21.7;23;0;3;26.4;15.8;16.8;27;16;18.6;0;0;2011;22;Wednesday;June
7069;0;16.3;5;0;-0.8;17.4;13.6;16.4;19.6;1.6;6.4;0;0;2011;23;Thursday;June
9252;0;16.4;7;0;-1.6;17.5;12.3;16.5;19.7;2.1;7.8;0;0;2011;24;Friday;June
12925;0;19;23;0;-0.2;21.6;10.2;19.5;19.7;0;5.9;0;0;2011;25;Saturday;June
21649;0;25.4;99;0;4.2;28.9;12.3;26.5;19.7;0;5.4;0;0;2011;26;Sunday;June
16138;0;28.3;98;0;7.2;31.3;15.5;29;2.4;0;5.7;0;0;2011;27;Monday;June
16643;0;30.2;90;0;8.8;32.5;18.7;29.5;0.2;0;9.3;0;0;2011;28;Tuesday;June
6280;0;19.8;4;0;3.2;22.8;16.3;21.5;29.8;22.5;10.8;0;0;2011;29;Wednesday;June
7903;0;16.6;2;0;-0.9;18.6;13.7;17.8;29.8;7.3;11.1;0;0;2011;30;Thursday;June
9669;0;19.6;16;0;-1.1;20;12;18;29.8;0;8.1;0;0;2011;1;Friday;July
15106;0;18.1;84;0;-1.7;20.7;9.8;19.3;29.8;0;7.1;0;0;2011;2;Saturday;July
21723;0;22;99;0;-0.4;23.8;9.1;21.3;29.8;0;6.9;0;0;2011;3;Sunday;July
12799;0;24;93;0;1.7;26.6;10.3;25.3;0;0;6.4;0;0;2011;4;Monday;July
16107;0;26.1;94;0;3.4;27.6;13.8;25.3;0;0;10.8;0;0;2011;5;Tuesday;July
12590;0;26.1;62;0;3.8;27.7;14.8;23.7;0;0;7.9;0;0;2011;6;Wednesday;July
9001;0;24.5;49;0;1.6;26.2;14.8;17.1;32.3;23.4;16.1;0;0;2011;7;Thursday;July
9405;0;21.6;65;0;0.3;24;13.4;19.4;34.8;11.4;11.4;0;0;2011;8;Friday;July
12028;0;24.7;17;0;1.5;25.5;15.9;20.8;48;13;7.7;0;0;2011;9;Saturday;July
14806;0;23.3;58;0;1.7;24.3;16.3;22.6;61.1;13.3;17.1;0;0;2011;10;Sunday;July
13208;0;23;60;0;2.9;26.4;16.5;24.8;61.1;0;6;0;0;2011;11;Monday;July
18861;0;27.5;71;0;4.7;31;16.1;24.6;44.7;0.1;12.4;0;0;2011;12;Tuesday;July
5854;0;18.5;1;0;-0.6;21;13.8;16;68.6;41.3;11.9;0;0;2011;13;Wednesday;July
8235;0;14.8;4;0;-3.7;17.2;12;15.8;55.7;1.2;5.9;0;0;2011;14;Thursday;July
13142;0;20.2;65;0;-1.4;21.6;12.2;19.5;42.6;0;7;0;0;2011;15;Friday;July
18720;0;21.9;89;0;0.3;24.6;10.3;23.3;42.6;0;5.5;0;0;2011;16;Saturday;July
6753;0;14.5;8;0;-2.8;20;10.6;14.4;42;15.3;11.5;0;0;2011;17;Sunday;July
9268;0;17.5;14;0;-3;19.2;11.2;17.3;15.6;0;12.2;0;0;2011;18;Monday;July
9093;0;19.4;22;0;-3.4;19.9;11.5;12.6;27.4;12.1;10.5;0;0;2011;19;Tuesday;July
7332;0;16.3;2;0;-3.6;17.3;11.6;15.5;27.6;0.2;18.9;0;0;2011;20;Wednesday;July
8526;0;14.7;14;0;-4.2;17.8;10.4;17.1;30.7;2.7;4.8;0;0;2011;21;Thursday;July
9091;0;18.8;17;0;-2.4;19.3;13.1;17.2;23.2;2.2;8.5;0;0;2011;22;Friday;July
8451;0;16.3;12;0;-4.4;17.8;10.3;15.3;35.7;17.6;13.5;0;0;2011;23;Saturday;July
11015;0;14;13;0;-5.7;15.7;9.3;14.1;23.6;0.9;6.2;0;0;2011;24;Sunday;July
12994;0;17.5;55;0;-3.2;20;11.1;18.1;23.4;0;5.5;0;0;2011;25;Monday;July
14174;0;19.6;31;0;-2.9;20.3;9.9;14.8;23.2;2.6;7.4;0;0;2011;26;Tuesday;July
10818;0;20.5;20;0;-1.9;21.5;13.2;16.9;18;2.7;5.8;0;0;2011;27;Wednesday;July
9737;0;21.5;19;0;-1.3;21.5;14.1;17;13.1;7.8;7.7;0;0;2011;28;Thursday;July
13625;0;21;38;0;-0.2;23;14;20.8;14.1;0.3;6.8;0;0;2011;29;Friday;July
10362;0;18.5;6;0;-1;19.9;15.1;18.5;14.7;1.3;8.7;0;0;2011;30;Saturday;July
23063;0;19.7;33;0;-0.6;21.6;14.2;19.9;11.8;0;5.7;0;0;2011;31;Sunday;July
24664;0;21.3;71;0;-0.4;23.9;12;21.7;9.2;0;6.2;1;1;2011;1;Monday;August
22168;0;25.6;95;0;2.8;28.1;13.5;25.2;1.6;0;5;0;0;2011;2;Tuesday;August
10723;0;18.8;1;0;1.1;21.3;16.7;20.5;12.9;12;5.7;0;0;2011;3;Wednesday;August
18722;0;23.1;55;0;3;25.8;16.4;23.8;12.4;0.4;5.8;0;0;2011;4;Thursday;August
12201;0;23.7;20;0;2.8;24.6;17.9;19.7;15.8;3.4;8.9;0;0;2011;5;Friday;August
13797;0;23.3;53;0;2.2;25.9;15.4;18.5;41.9;19.8;15.3;0;0;2011;6;Saturday;August
9530;0;21;14;0;0.3;22.1;14.4;17.3;47.6;9.9;10.9;0;0;2011;7;Sunday;August
8708;0;20;58;0;-0.1;22.6;14;18;35.4;2.2;19.5;0;0;2011;8;Monday;August
8569;0;16.5;17;0;-2.3;19.6;12.1;15.9;40.6;5.2;11.3;0;0;2011;9;Tuesday;August
15366;0;18.5;72;0;-2.1;20.8;10.9;18.7;37.2;0.1;6;0;0;2011;10;Wednesday;August
22874;0;22.3;91;0;0;24.6;10.1;21;11.1;0;4.6;0;0;2011;11;Thursday;August
18145;0;24.1;76;0;2.3;27;12.5;22.3;5.4;0;12.7;0;0;2011;12;Friday;August
19331;0;24.3;63;0;2.6;26.2;14.6;23;5.3;0;5.9;0;0;2011;13;Saturday;August
19181;0;23.6;49;0;3.5;27;15.2;22.5;11.1;3.7;9.9;0;0;2011;14;Sunday;August
6761;0;18.8;11;0;0.9;20.5;15.4;18.7;45.7;42;8.2;0;0;2011;15;Monday;August
13464;0;22.8;56;0;2.6;25.3;15;23.9;45.7;0;5.8;0;0;2011;16;Tuesday;August
21820;0;25.8;90;0;4.2;27.9;14.7;25.8;45.7;0;4.7;0;0;2011;17;Wednesday;August
17121;0;28.8;75;0;6.6;29.9;18.2;26.9;47;1.3;28.2;0;0;2011;18;Thursday;August
13365;0;28.3;91;0;7;31;18;25.8;35.9;0;10.5;0;0;2011;19;Friday;August
19567;0;28.1;90;0;6.8;29.9;17.9;27.5;1.3;0;5.2;0;0;2011;20;Saturday;August
24711;0;29;90;0;6.9;30.8;17.1;26.9;1.3;0;5;0;0;2011;21;Sunday;August
12015;0;30.4;89;0;8;32.6;17;28;1.3;0;4.9;0;0;2011;22;Monday;August
15099;0;31.2;89;0;8.2;32.2;17.3;27.4;0;0;13.6;0;0;2011;23;Tuesday;August
12702;0;29.6;68;0;5.7;31.2;16.7;20.8;15.4;15.4;12.6;0;0;2011;24;Wednesday;August
12387;0;23.6;58;0;4.3;27.1;15.7;23.1;15.4;0;4.8;0;0;2011;25;Thursday;August
11227;0;32.5;84;0;5.8;32.7;13.1;23.3;27.4;2.9;28.9;0;0;2011;26;Friday;August
9988;0;16.8;34;0;-2;19.3;10.6;16.4;27.4;9.1;14.5;0;0;2011;27;Saturday;August
22615;0;20.6;100;0;-0.4;22.2;9.4;19.4;27.4;0;5.3;0;0;2011;28;Sunday;August
10009;0;18.9;39;0;0.1;20.2;10.9;18.3;12;0;5.8;0;0;2011;29;Monday;August
11390;0;18.9;77;0;0.8;21.8;12.4;19;12;0;5.6;0;0;2011;30;Tuesday;August
15385;0;23.2;94;0;2.1;24.5;10.8;21;4.3;0;5.3;0;0;2011;31;Wednesday;August
8075;0;22.9;47;0;3.8;24.8;15.9;21.9;10.5;6.1;5.2;0;0;2011;1;Thursday;September
10385;0;25.4;74;0;5.4;26.9;15.9;23.4;10.6;4.5;10.4;0;0;2011;2;Friday;September
22224;0;25.3;76;0;5.8;28.2;15.9;23.8;19.9;9.2;10.2;0;0;2011;3;Saturday;September
10075;0;20.9;1;0;3.3;21.4;16.8;17.7;57;31.5;7.5;0;0;2011;4;Sunday;September
4305;0;15.6;8;0;0.3;17.8;12.4;16.8;59;12;8.8;0;0;2011;5;Monday;September
13819;0;20.2;95;0;0.5;21.8;10;17.5;52.8;0;5.5;0;0;2011;6;Tuesday;September
8121;0;21.2;16;0;3;23.2;12.3;20.7;52.7;0;16.5;0;0;2011;7;Wednesday;September
8895;0;19.7;11;0;3.7;22.3;15;19.8;43.5;0.1;13.7;0;0;2011;8;Thursday;September
13947;0;23.6;88;0;4.9;25.8;15.3;21.9;6.4;0;5.4;0;0;2011;9;Friday;September
22098;0;25.6;99;0;6;27.8;14.9;23.3;0.1;0;4.8;0;0;2011;10;Saturday;September
20483;0;26.1;73;0;5;27.4;14.5;18.7;27.7;27.6;23.4;0;0;2011;11;Sunday;September
7013;0;21.6;89;0;3.8;23.6;13.5;19.1;27.7;0;6.4;0;0;2011;12;Monday;September
13976;0;23;89;0;3.9;24.3;12.2;19.6;31.9;0;6;0;0;2011;13;Tuesday;September
4763;0;14.5;0;0;1.4;17.2;14.1;15.6;38.5;10.9;9.6;0;0;2011;14;Wednesday;September
11288;0;19;82;0;1.7;20.6;11.8;17.3;38.5;0;4.9;0;0;2011;15;Thursday;September
14098;0;21.4;89;0;3.3;24.2;10.8;20;15;4.1;8.4;0;0;2011;16;Friday;September
11607;0;20.5;12;0;4.5;21.9;14.9;18.9;21;0.5;7.6;0;0;2011;17;Saturday;September
5853;0;10.2;2;0;-1.8;17;9.1;10.2;20.1;8.9;20.7;0;0;2011;18;Sunday;September
3530;0;11.1;0;0;-3.4;11.9;8.8;10.2;27.1;13.3;4.5;0;0;2011;19;Monday;September
6177;0;14.9;43;0;-1.1;17.1;8.9;13.3;27.1;0.3;5.3;0;0;2011;20;Tuesday;September
9545;0;17.5;97;0;0;19.8;7.6;15.8;23;0;4.4;0;0;2011;21;Wednesday;September
10342;0;17.9;68;0;1.5;19.9;10.4;15.5;17;0;5.3;0;0;2011;22;Thursday;September
8575;0;17.7;58;0;1.6;19.4;11.5;16.5;13.6;0;4.6;0;0;2011;23;Friday;September
13735;0;20;72;0;2.7;21.8;10.5;17.2;0;0;3.9;0;0;2011;24;Saturday;September
17911;0;22.3;55;0;4.1;23.3;12.4;18.6;0;0;4.5;0;0;2011;25;Sunday;September
8575;0;21;97;0;3.7;23.4;11.4;17.9;0;0;4.8;0;0;2011;26;Monday;September
9446;0;20.8;73;0;3.9;22.7;11.6;17.7;0;0;5.8;0;0;2011;27;Tuesday;September
8102;0;19.1;43;0;3.3;20.6;12.4;16.3;0;0;4.2;0;0;2011;28;Wednesday;September
7682;0;16;15;0;2.8;17.9;11.7;15.4;0;0;4.6;0;0;2011;29;Thursday;September
8053;0;19.5;59;0;4.3;21;12.1;16.8;0;0;4.5;0;0;2011;30;Friday;September
10928;0;19.2;67;0;3.4;21.3;11.1;16.6;0;0;3.7;0;0;2011;1;Saturday;October
18589;0;18.7;80;0;3.3;21.4;11.1;16.1;0;0;5.3;0;0;2011;2;Sunday;October
10139;0;20.7;100;0;4.2;22.5;10.3;16.7;0;0;4;0;0;2011;3;Monday;October
12765;0;21.2;99;0;4.4;22.6;10.9;16.5;0;0;4.6;0;0;2011;4;Tuesday;October
11362;0;19.5;58;0;4.2;20.5;10.1;16.2;0;0;5.5;0;0;2011;5;Wednesday;October
7320;0;21.3;66;0;4.4;21.4;9;16.5;26;14.2;16.2;0;0;2011;6;Thursday;October
2797;0;9.2;12;0;-2.3;10.8;5.4;8.7;28.9;14.5;17.8;0;0;2011;7;Friday;October
3009;0;6.7;0;0;-3.2;9.6;5.2;6.1;50;21.3;11.7;0;0;2011;8;Saturday;October
5319;0;12.3;31;0;-1.1;12.3;6.8;9.1;64.4;4.3;9.8;0;0;2011;9;Sunday;October
2402;0;14.4;25;0;1.8;17.3;8.3;14;71.8;17.5;3.8;0;0;2011;10;Monday;October
6625;0;17.3;88;0;3.6;19.4;9.4;13.9;45.9;0.1;4.4;0;0;2011;11;Tuesday;October
7266;0;15.9;11;0;3.4;16.4;11.6;13.3;43;0;5.4;0;0;2011;12;Wednesday;October
4204;0;15;18;0;3.2;16.7;10.8;13.1;22;0.1;7.8;0;0;2011;13;Thursday;October
4921;0;11.3;4;0;0.3;13.5;7.1;10.7;7.6;0;8;0;0;2011;14;Friday;October
5750;0;8.7;2;0;-1.7;9.9;6;8.8;0.2;0;3.9;0;0;2011;15;Saturday;October
9997;0;10.4;12;0;-0.2;11.7;7.1;9.8;0.1;0;3.5;0;0;2011;16;Sunday;October
4290;0;11.1;23;0;-0.2;12.3;4.9;9.1;0.1;0;4.1;0;0;2011;17;Monday;October
6595;0;14.7;100;0;0.3;16.4;3.5;9.7;0;0;4.7;0;0;2011;18;Tuesday;October
2183;0;7.9;0;0;-1.7;11.1;3.1;3.3;15.2;15.2;8.5;0;0;2011;19;Wednesday;October
2726;0;8.1;30;0;-3.6;8.9;1.9;5;16.5;1.3;5;0;0;2011;20;Thursday;October
3953;0;7.6;23;0;-4.3;8.1;1.2;4.8;16.5;0;4.8;0;0;2011;21;Friday;October
5497;0;6.3;72;0;-4.8;8.6;-0.3;4.9;16.5;0;3.9;0;0;2011;22;Saturday;October
9054;0;5.2;42;0;-4.3;7.7;0.2;5.4;16.5;0;5;0;0;2011;23;Sunday;October
2261;0;9.7;68;0;-0.7;12.6;3.7;9;1.3;0;5.2;0;0;2011;24;Monday;October
1852;0;10.3;4;0;0.5;11.3;5.6;8.5;0;0;6;0;0;2011;25;Tuesday;October
1802;0;14;26;0;1.9;14.1;4.5;8.6;0;0;3.9;0;0;2011;26;Wednesday;October
2924;0;8.8;30;0;-0.6;10.8;3.8;7.1;0;0;4.8;0;0;2011;27;Thursday;October
2115;0;8.3;48;0;-0.3;12.3;4.2;7.6;0;0;4.5;0;0;2011;28;Friday;October
3838;0;13;69;0;0.6;14.6;3;9.1;0;0;3.3;0;0;2011;29;Saturday;October
20290;0;15.3;85;0;3.2;16.3;5.7;9.7;0;0;4.6;0;0;2011;30;Sunday;October
1871;0;10.4;0;0;2.5;11.3;6.4;9.9;0;0;3.7;0;0;2011;31;Monday;October
2296;0;10.7;9;0;1.8;11.2;6.6;7.9;0;0;5.3;0;0;2011;1;Tuesday;November
1869;0;10.8;47;0;1.8;12.5;5.2;7.3;0;0;4.9;0;0;2011;2;Wednesday;November
1623;0;8.7;0;0;1.9;10.1;5.1;9.2;0;0;4.6;0;0;2011;3;Thursday;November
1607;0;13.6;9;0;4.7;14.2;8.3;9.8;0;0;7.1;0;0;2011;4;Friday;November
2191;0;18.5;61;0;7.2;18.5;8.3;12.4;0;0;10.9;0;0;2011;5;Saturday;November
3748;0;12.5;28;0;4.8;15;6.3;10.8;0;0;6.1;0;0;2011;6;Sunday;November
1250;0;12.2;0;0;4.8;12.4;8.1;11.2;0;0;3.6;0;0;2011;7;Monday;November
1200;0;11.1;2;0;4.7;11.9;8.9;10.1;0;0;4.8;0;0;2011;8;Tuesday;November
7148;0;9.4;39;0;2.7;11.1;4.6;6.4;0;0;4.3;0;0;2011;9;Wednesday;November
1547;0;6.4;0;0;1.4;7.3;4.5;6.8;0;0;2.9;0;0;2011;10;Thursday;November
1846;0;6.8;0;0;1.8;7.3;5.6;6.9;0;0;5.2;0;0;2011;11;Friday;November
